distance_m,elevation_m,slope_m_per_m,curvature_m_per_m2
131484.356,2053.075,-0.002096,0.001253041
131494.807,2053.670,0.029350,0.000740837
131505.257,2054.154,0.055301,0.000415134
131515.707,2054.621,0.064914,0.000103037
131526.157,2054.964,0.067848,-0.000011614
131536.607,2055.452,0.060136,-0.000361370
131547.058,2055.846,0.046260,-0.000569667
131557.508,2056.270,0.024906,-0.000856479
131567.958,2056.575,-0.002897,-0.000989714
131578.408,2056.602,-0.028019,-0.000719788
131588.858,2056.524,-0.036463,-0.000339464
131599.309,2056.233,-0.018480,0.000286565
131609.759,2056.062,0.009681,0.000621081
131620.209,2056.097,0.031735,0.000587138
131630.659,2056.338,0.033098,0.000271610
131641.109,2056.719,0.017659,-0.000167043
131651.560,2056.722,0.006447,0.000094260
131662.010,2056.841,0.010136,0.000207640
131672.460,2056.955,0.012447,0.000361337
131682.910,2057.370,0.023022,0.000047768
131693.360,2057.698,0.028294,-0.000160711
131703.811,2057.939,0.024706,-0.000265998
131714.261,2058.096,0.024852,-0.000282804
131724.711,2058.223,0.027168,-0.000330538
131735.161,2058.344,0.016368,-0.000424197
131745.611,2058.407,0.001412,-0.000439567
131756.062,2058.374,-0.018269,-0.000285614
131766.512,2058.340,-0.025574,-0.000110363
131776.962,2058.204,-0.023452,0.000231883
131787.412,2058.116,-0.009392,0.000494658
131797.862,2058.029,0.013929,0.000755465
131808.312,2058.199,0.026251,0.000645629
131818.763,2058.439,0.039973,0.000493111
131829.213,2058.903,0.037228,0.000046209
131839.663,2059.276,0.039912,-0.000233828
131850.113,2059.539,0.033613,-0.000371031
131860.563,2059.766,0.017418,-0.000463468
131871.014,2059.929,0.001494,-0.000458161
131881.464,2059.993,-0.004364,-0.000324697
131891.914,2059.998,-0.006188,-0.000145889
131902.364,2059.820,-0.008851,0.000324359
131912.814,2059.765,-0.008306,0.000674333
131923.265,2059.859,0.008727,0.000882733
131933.715,2060.140,0.027297,0.000874161
131944.165,2060.395,0.040203,0.001030755
131954.615,2060.759,0.051734,0.001183965
131965.065,2061.304,0.061683,0.001258080
131975.516,2062.101,0.076630,0.001139564
131985.966,2063.100,0.090826,0.000869298
131996.416,2064.083,0.104310,0.000755948
132006.866,2065.160,0.113641,0.000600386
132017.316,2066.361,0.117576,0.000339937
132027.767,2067.703,0.120916,-0.000099526
132038.217,2069.014,0.124040,-0.000533946
132048.667,2070.166,0.124875,-0.000845344
132059.117,2071.310,0.110153,-0.001316810
132069.567,2072.405,0.083745,-0.001906230
132080.018,2073.096,0.049579,-0.002083330
132090.468,2073.352,0.021088,-0.001838313
132100.918,2073.395,-0.004548,-0.001515315
132111.368,2073.247,-0.026780,-0.001095001
132121.818,2073.046,-0.043608,-0.000731163
132132.269,2072.759,-0.046861,-0.000341172
132142.719,2072.354,-0.037554,0.000142392
132153.169,2072.112,-0.015821,0.000273910
132163.619,2071.851,-0.003869,0.000392549
132174.069,2071.732,0.000985,0.000312331
132184.520,2071.677,0.002692,0.000179275
132194.970,2071.666,0.002361,0.000012977
132205.420,2071.678,-0.003900,-0.000167935
132215.870,2071.654,-0.015891,-0.000266775
132226.320,2071.495,-0.019957,-0.000146129
132236.770,2071.314,-0.020611,-0.000010919
132247.221,2071.110,-0.019309,0.000160054
132257.671,2070.970,-0.010128,0.000227435
132268.121,2070.920,-0.001632,0.000135088
132278.571,2070.865,0.000104,0.000052220
132289.021,2070.815,-0.000261,-0.000029957
132299.472,2070.818,-0.007976,-0.000184215
132309.922,2070.735,-0.003489,-0.000226731
132320.372,2070.641,-0.007830,-0.000308946
132330.822,2070.484,-0.016752,-0.000317861
132341.272,2070.242,-0.028115,-0.000192989
132351.723,2069.924,-0.035149,0.000077055
132362.173,2069.608,-0.033306,0.000381355
132372.623,2069.393,-0.024086,0.000573030
132383.073,2069.269,-0.009864,0.000673926
132393.523,2069.210,0.004115,0.000742204
132403.974,2069.295,0.012932,0.000678120
132414.424,2069.479,0.023289,0.000552240
132424.874,2069.685,0.033256,0.000460889
132435.324,2069.932,0.034702,0.000380532
132445.774,2070.317,0.036075,0.000151937
132456.225,2070.742,0.028879,-0.000086364
132466.675,2071.084,0.025952,-0.000167815
132477.125,2071.373,0.024301,-0.000186759
132487.575,2071.617,0.025712,-0.000176742
132498.025,2071.854,0.026928,-0.000209022
132508.476,2072.121,0.025739,-0.000347083
132518.926,2072.351,0.019131,-0.000485166
132529.376,2072.510,0.011221,-0.000576719
132539.826,2072.514,0.001406,-0.000491410
132550.276,2072.383,-0.012023,-0.000219198
132560.727,2072.222,-0.022625,0.000130174
132571.177,2072.134,-0.017854,0.000408032
132581.627,2072.149,-0.001943,0.000543486
132592.077,2072.303,0.010974,0.000479189
132602.527,2072.451,0.024911,0.000458833
132612.978,2072.590,0.030359,0.000506697
132623.428,2072.835,0.037040,0.000460262
132633.878,2073.247,0.043946,0.000199634
132644.328,2073.684,0.042673,-0.000071331
132654.778,2074.092,0.032957,-0.000272815
132665.228,2074.531,0.027395,-0.000546512
132675.679,2074.877,0.019430,-0.000755036
132686.129,2074.982,0.011288,-0.000689177
132696.579,2074.940,0.007336,-0.000506555
132707.029,2074.846,-0.000082,-0.000328912
132717.479,2074.765,-0.014470,-0.000181802
132727.930,2074.705,-0.023040,-0.000040951
132738.380,2074.604,-0.022906,0.000189870
132748.830,2074.538,-0.011190,0.000370330
132759.280,2074.510,0.008747,0.000470889
132769.730,2074.600,0.019620,0.000383188
132780.181,2074.825,0.027128,0.000100653
132790.631,2075.059,0.034296,-0.000222905
132801.081,2075.259,0.030337,-0.000557431
132811.531,2075.434,0.009250,-0.000907073
132821.981,2075.354,-0.016676,-0.000890347
132832.432,2075.100,-0.036436,-0.000647157
132842.882,2074.843,-0.045311,-0.000468975
132853.332,2074.448,-0.046950,-0.000139127
132863.782,2073.998,-0.041469,0.000236741
132874.232,2073.616,-0.033443,0.000510943
132884.683,2073.327,-0.019405,0.000680035
132895.133,2073.159,-0.007406,0.000729067
132905.583,2073.074,0.003472,0.000744120
132916.033,2073.096,0.015089,0.000692748
132926.483,2073.267,0.017599,0.000514086
132936.934,2073.539,0.018178,0.000285281
132947.384,2073.876,0.024713,-0.000005276
132957.834,2074.119,0.027061,-0.000166919
132968.284,2074.249,0.025509,-0.000177687
132978.734,2074.472,0.022246,-0.000381118
132989.185,2074.603,0.006635,-0.000459464
132999.635,2074.554,-0.006148,-0.000247362
133010.085,2074.491,-0.012504,-0.000010019
133020.535,2074.455,-0.012449,0.000200028
133030.985,2074.473,-0.007692,0.000352290
133041.436,2074.509,0.003444,0.000510066
133051.886,2074.611,0.017937,0.000598977
133062.336,2074.804,0.031248,0.000590348
133072.786,2075.078,0.042936,0.000508779
133083.236,2075.488,0.046748,0.000272112
133093.687,2076.055,0.045906,-0.000174930
133104.137,2076.431,0.038742,-0.000309479
133114.587,2076.822,0.032683,-0.000505640
133125.037,2077.188,0.020038,-0.000726294
133135.487,2077.339,0.013844,-0.000700154
133145.937,2077.442,0.009252,-0.000735975
133156.388,2077.394,-0.004523,-0.000638655
133166.838,2077.301,-0.014893,-0.000546799
133177.288,2077.109,-0.024193,-0.000359896
133187.738,2076.862,-0.029159,-0.000122717
133198.188,2076.620,-0.027946,0.000087779
133208.639,2076.424,-0.020219,0.000211101
133219.089,2076.275,-0.011149,0.000250757
133229.539,2076.095,-0.008143,0.000365780
133239.989,2076.028,-0.004989,0.000360139
133250.439,2076.017,0.008432,0.000295687
133260.890,2076.113,0.010235,0.000069447
133271.340,2076.205,0.009677,-0.000134097
133281.790,2076.250,0.002884,-0.000267831
133292.240,2076.270,-0.005500,-0.000375387
133302.690,2076.122,-0.010296,-0.000244747
133313.141,2075.984,-0.017935,-0.000151884
133323.591,2075.802,-0.019033,0.000005842
133334.041,2075.662,-0.016723,0.000090473
133344.491,2075.513,-0.016708,0.000204752
133354.941,2075.431,-0.013143,0.000244760
133365.392,2075.424,-0.001361,0.000165971
133375.842,2075.360,0.010340,0.000147210
133386.292,2075.315,0.007898,0.000103880
133396.742,2075.280,-0.002382,0.000112235
133407.192,2075.234,-0.006000,0.000217828
133417.643,2075.263,-0.006340,0.000265067
133428.093,2075.326,-0.000837,0.000303137
133438.543,2075.428,0.004811,0.000316485
133448.993,2075.483,0.011758,0.000448380
133459.443,2075.709,0.025762,0.000330499
133469.894,2075.960,0.032917,0.000182317
133480.344,2076.113,0.029293,0.000237499
133490.794,2076.364,0.032042,0.000190123
133501.244,2076.788,0.031510,-0.000114801
133511.694,2077.214,0.022998,-0.000421879
133522.145,2077.515,0.019166,-0.000579980
133532.595,2077.592,0.014378,-0.000474105
133543.045,2077.666,0.012493,-0.000461506
133553.495,2077.726,0.005891,-0.000517716
133563.945,2077.760,-0.001751,-0.000614010
133574.395,2077.684,-0.012875,-0.000615958
133584.846,2077.469,-0.023465,-0.000463227
133595.296,2077.178,-0.031133,-0.000237524
133605.746,2076.961,-0.038481,-0.000148384
133616.196,2076.630,-0.032743,0.000103582
133626.646,2076.206,-0.022554,0.000487822
133637.097,2076.038,-0.015841,0.000499729
133647.547,2075.952,-0.010050,0.000457140
133657.997,2075.869,-0.002999,0.000482874
133668.447,2075.908,0.005470,0.000371735
133678.897,2075.928,0.014270,0.000330555
133689.348,2076.117,0.017625,0.000041398
133699.798,2076.315,0.017982,-0.000265591
133710.248,2076.440,0.009367,-0.000487439
133720.698,2076.502,0.003499,-0.000677556
133731.148,2076.434,-0.006248,-0.000765052
133741.599,2076.238,-0.020684,-0.000748649
133752.049,2075.779,-0.045873,-0.000335713
133762.499,2075.504,-0.046901,-0.000237529
133772.949,2074.997,-0.048827,0.000210127
133783.399,2074.618,-0.044087,0.000480769
133793.850,2074.360,-0.026925,0.000593027
133804.300,2074.142,-0.009701,0.000670477
133814.750,2073.992,0.000523,0.000712013
133825.200,2073.950,0.012417,0.000676355
133835.650,2074.063,0.017481,0.000490807
133846.101,2074.208,0.017302,0.000359686
133856.551,2074.357,0.015314,0.000325115
133867.001,2074.590,0.009244,0.000256072
133877.451,2074.813,0.011328,0.000285504
133887.901,2075.051,0.022038,0.000320301
133898.352,2075.292,0.040116,0.000333260
133908.802,2075.817,0.039485,-0.000117588
133919.252,2076.130,0.048883,-0.000263395
133929.702,2076.504,0.040860,-0.000587881
133940.152,2076.811,0.022754,-0.000859272
133950.603,2076.894,0.004747,-0.000843788
133961.053,2076.816,-0.012097,-0.000650382
133971.503,2076.730,-0.026278,-0.000504083
133981.953,2076.586,-0.031506,-0.000323731
133992.403,2076.380,-0.027525,-0.000115485
134002.853,2076.091,-0.021607,0.000172999
134013.304,2075.831,-0.012830,0.000404003
134023.754,2075.706,-0.002447,0.000440706
134034.204,2075.704,0.006224,0.000314598
134044.654,2075.795,0.011184,0.000064175
134055.104,2075.856,0.007185,-0.000122516
134065.555,2075.866,-0.002392,-0.000204850
134076.005,2075.784,-0.010304,-0.000122513
134086.455,2075.660,-0.015536,0.000046130
134096.905,2075.517,-0.014547,0.000273266
134107.355,2075.468,-0.005958,0.000377355
134117.806,2075.533,0.002330,0.000325274
134128.256,2075.681,0.010653,0.000157297
134138.706,2075.844,0.018378,-0.000052209
134149.156,2075.933,0.024347,-0.000195180
134159.606,2075.969,0.018809,-0.000297660
134170.057,2075.989,0.004687,-0.000382695
134180.507,2075.988,-0.010975,-0.000428636
134190.957,2075.900,-0.026237,-0.000328778
134201.407,2075.725,-0.030754,-0.000096231
134211.857,2075.528,-0.027189,0.000152080
134222.308,2075.335,-0.017512,0.000387645
134232.758,2075.201,-0.002873,0.000538093
134243.208,2075.160,0.011110,0.000570815
134253.658,2075.302,0.022296,0.000347318
134264.108,2075.491,0.026429,0.000080824
134274.559,2075.742,0.023243,-0.000273915
134285.009,2075.935,0.012559,-0.000552615
134295.459,2076.002,-0.000179,-0.000677336
134305.909,2075.899,-0.011717,-0.000599214
134316.359,2075.695,-0.023456,-0.000425057
134326.810,2075.438,-0.032393,-0.000197199
134337.260,2075.164,-0.032323,0.000037748
134347.710,2074.971,-0.026507,0.000124286
134358.160,2074.786,-0.018057,0.000177870
134368.610,2074.590,-0.010237,0.000242568
134379.061,2074.429,-0.004335,0.000261232
134389.511,2074.303,-0.001066,0.000256459
134399.961,2074.250,-0.003119,0.000189164
134410.411,2074.166,-0.006619,0.000242750
134420.861,2074.140,-0.009904,0.000284239
134431.311,2074.064,-0.011800,0.000502189
134441.762,2074.083,-0.004734,0.000670393
134452.212,2074.183,0.010200,0.000798142
134462.662,2074.356,0.027567,0.000894707
134473.112,2074.697,0.045762,0.000812511
134483.562,2075.230,0.059336,0.000502321
134494.013,2075.859,0.064275,0.000092049
134504.463,2076.467,0.062587,-0.000270703
134514.913,2076.995,0.053968,-0.000528476
134525.363,2077.480,0.041452,-0.000777559
134535.813,2077.852,0.025770,-0.000936334
134546.264,2078.020,0.006245,-0.000864495
134556.714,2078.036,-0.008008,-0.000640919
134567.164,2077.995,-0.015176,-0.000409857
134577.614,2077.884,-0.012761,-0.000150562
134588.064,2077.857,-0.008173,-0.000098185
134598.515,2077.758,-0.004922,0.000024639
134608.965,2077.587,-0.003114,0.000262001
134619.415,2077.563,0.001344,0.000290479
134629.865,2077.653,0.006563,0.000166328
134640.315,2077.727,0.008268,0.000088254
134650.766,2077.797,0.008035,0.000035692
134661.216,2077.853,0.006405,0.000022411
134671.666,2077.900,0.000972,0.000055038
134682.116,2077.935,0.000444,0.000142300
134692.566,2077.966,0.007173,0.000254245
134703.017,2078.109,0.014904,0.000186450
134713.467,2078.323,0.019334,0.000005111
134723.917,2078.518,0.017988,-0.000154407
134734.367,2078.674,0.012922,-0.000262523
134744.817,2078.735,0.012444,-0.000257659
134755.268,2078.723,0.009398,-0.000182024
134765.718,2078.816,0.001580,-0.000297051
134776.168,2078.843,-0.008691,-0.000311877
134786.618,2078.763,-0.014433,-0.000169001
134797.068,2078.681,-0.014814,-0.000045541
134807.519,2078.583,-0.010263,0.000078896
134817.969,2078.462,-0.003234,0.000223953
134828.419,2078.395,0.001646,0.000291656
134838.869,2078.400,0.005056,0.000284229
134849.319,2078.466,0.005577,0.000231711
134859.769,2078.539,0.005812,0.000225052
134870.220,2078.687,0.012157,0.000124578
134880.670,2078.773,0.011907,0.000141223
134891.120,2078.866,0.010141,0.000191188
134901.570,2078.971,0.012710,0.000267429
134912.020,2079.151,0.014386,0.000268934
134922.471,2079.327,0.019515,0.000323626
134932.921,2079.672,0.030681,0.000115539
134943.371,2079.989,0.031793,-0.000056703
134953.821,2080.242,0.028064,-0.000124064
134964.271,2080.445,0.024037,-0.000111938
134974.722,2080.627,0.019807,-0.000062789
134985.172,2080.852,0.017887,-0.000083873
134995.622,2081.100,0.017925,-0.000160494
135006.072,2081.376,0.018368,-0.000326925
135016.522,2081.657,0.014816,-0.000578703
135026.973,2081.737,0.014213,-0.000618611
135037.423,2081.671,0.004897,-0.000534327
135047.873,2081.549,-0.006359,-0.000421163
135058.323,2081.479,-0.011468,-0.000451526
135068.773,2081.252,-0.026027,-0.000259635
135079.224,2081.180,-0.033996,-0.000325580
135089.674,2080.974,-0.029407,-0.000233952
135100.124,2080.677,-0.024870,-0.000077636
135110.574,2080.293,-0.023279,0.000188653
135121.024,2079.986,-0.016924,0.000341607
135131.475,2079.814,-0.011214,0.000310408
135141.925,2079.684,-0.010653,0.000266452
135152.375,2079.576,-0.014861,0.000265461
135162.825,2079.539,-0.014522,0.000224790
135173.275,2079.487,-0.009225,0.000249049
135183.726,2079.398,0.000933,0.000348083
135194.176,2079.248,0.000063,0.000612994
135204.626,2081.060,0.096385,-0.002680175
135215.076,2081.515,0.086800,-0.004630867
135225.526,2081.040,-0.005827,-0.005829922
135235.977,2079.453,-0.135573,-0.005860121
135246.427,2076.991,-0.261430,-0.005024531
135256.877,2073.766,-0.368675,-0.003375194
135267.327,2070.329,-0.431996,-0.001650832
135277.777,2066.601,-0.450248,0.000427420
135288.227,2062.950,-0.405343,0.002390934
135298.678,2059.595,-0.312384,0.003991636
135309.128,2056.623,-0.201842,0.005267942
135319.578,2054.380,-0.076635,0.005844219
135330.028,2053.050,0.028509,0.005571865
135340.478,2052.834,0.071444,0.004318694
135350.929,2054.577,-0.000767,0.000910061
135361.379,2054.814,0.014837,0.000534596
135371.829,2055.062,0.022618,0.000197910
135382.279,2055.170,0.023863,0.000123505
135392.729,2055.255,0.018552,0.000137120
135403.180,2055.517,0.030480,-0.000144920
135413.630,2055.927,0.028996,-0.000754148
135424.080,2056.094,0.020071,-0.001104345
135434.530,2055.913,-0.020705,-0.000972062
135444.980,2055.758,-0.039915,-0.000929507
135455.431,2055.219,-0.052924,-0.000353893
135465.881,2054.814,-0.054390,-0.000054118
135476.331,2054.408,-0.041383,0.000194517
135486.781,2053.881,-0.032637,0.000628006
135497.231,2053.912,-0.017465,0.000178155
135507.682,2053.789,-0.010512,-0.000035572
135518.132,2053.379,-0.012533,0.000221165
135528.582,2053.124,-0.000542,0.000232291
135539.032,2052.940,-0.001514,0.000144044
135549.482,2052.750,-0.034373,0.000219663
135559.933,2052.643,-0.044326,0.000358527
135570.383,2052.498,-0.033151,0.000650640
135580.833,2052.497,0.008947,0.000681555
135591.283,2052.850,0.028214,0.000065620
135601.733,2052.782,0.036251,0.000098257
135612.184,2052.724,0.020441,0.000168665
135622.634,2052.763,0.011292,0.000199351
135633.084,2052.714,0.003554,0.000495137
135643.534,2052.998,-0.016212,0.000438164
135653.984,2053.161,-0.006870,0.000741593
135664.435,2053.360,0.016155,0.001062996
135674.885,2053.860,0.033710,0.001002547
135685.335,2054.305,0.067360,0.001120700
135695.785,2054.858,0.110001,0.001082892
135706.235,2055.940,0.127582,0.000203568
135716.686,2057.137,0.122958,-0.000865641
135727.136,2058.265,0.081706,-0.001881441
135737.586,2058.923,0.035757,-0.002276557
135748.036,2058.764,-0.012252,-0.001528249
135758.486,2058.501,-0.039754,-0.000738474
135768.936,2058.460,-0.046298,-0.000407431
135779.387,2058.179,-0.038914,0.000228816
135789.837,2058.119,-0.015577,0.000438156
135800.287,2058.295,0.015246,0.000164798
135810.737,2058.242,0.029298,0.000175689
135821.187,2058.198,0.034963,0.000148676
135831.638,2058.235,0.031379,0.000014844
135842.088,2058.264,0.009650,-0.000015143
135852.538,2058.469,-0.012195,-0.000201937
135862.988,2058.492,-0.035392,0.000027202
135873.438,2058.433,-0.036111,0.000488988
135883.889,2058.457,-0.011200,0.000851866
135894.339,2058.452,0.037095,0.001233337
135904.789,2058.831,0.066311,0.001005357
135915.239,2059.526,0.083217,0.000334707
135925.689,2060.023,0.084258,0.000030142
135936.140,2060.820,0.067120,-0.000727786
135946.590,2061.546,0.039841,-0.001399523
135957.040,2061.798,0.018454,-0.001449257
135967.490,2061.827,-0.012532,-0.001310908
135977.940,2061.753,-0.031333,-0.001165993
135988.391,2061.468,-0.037341,-0.000872888
135998.841,2060.958,-0.053446,-0.000344621
136009.291,2060.264,-0.050771,0.000459520
136019.741,2059.937,-0.034368,0.000683104
136030.191,2059.626,-0.028491,0.000980642
136040.642,2059.415,-0.015804,0.001297667
136051.092,2059.460,0.009542,0.001377638
136061.542,2059.847,0.037675,0.001042681
136071.992,2060.289,0.067603,0.000684036
136082.442,2060.992,0.074832,-0.000074599
136092.893,2061.493,0.061337,-0.000483619
136103.343,2061.831,0.043196,-0.000626982
136113.793,2062.152,0.026791,-0.000785465
136124.243,2062.581,0.005904,-0.001206470
136134.693,2062.731,-0.013368,-0.001322031
136145.144,2062.410,-0.026979,-0.000853733
136155.594,2062.165,-0.033652,-0.000671654
136166.044,2061.991,-0.038118,-0.000746518
136176.494,2061.372,-0.034556,-0.000246134
136186.944,2060.824,-0.033507,0.000052699
136197.394,2060.428,-0.037992,0.000113954
136207.845,2060.097,-0.045557,0.000133952
136218.295,2059.769,-0.046780,0.000214016
136228.745,2059.416,-0.041473,0.000379553
136239.195,2059.028,-0.021575,0.000617733
136249.645,2058.719,-0.009911,0.000770681
136260.096,2058.636,-0.003181,0.000671903
136270.546,2058.564,-0.006356,0.000716126
136280.996,2058.583,0.004328,0.000764785
136291.446,2058.636,0.018723,0.000865905
136301.896,2058.928,0.020654,0.000725400
136312.347,2059.273,0.023668,0.000665091
136322.797,2059.581,0.040200,0.000774386
136333.247,2060.182,0.060082,0.000454404
136343.697,2060.761,0.067123,0.000196827
136354.147,2061.265,0.063199,0.000110426
136364.598,2061.923,0.061119,-0.000193979
136375.048,2062.483,0.050696,-0.000334832
136385.498,2063.112,0.043914,-0.000623405
136395.948,2063.536,0.036890,-0.000671933
136406.398,2063.855,0.024390,-0.000648053
136416.849,2064.017,0.018928,-0.000459573
136427.299,2064.206,0.007906,-0.000380199
136437.749,2064.293,0.006033,-0.000179830
136448.199,2064.232,0.002654,0.000245907
136458.649,2064.278,0.006762,0.000549962
136469.100,2064.444,0.011498,0.000761041
136479.550,2064.742,0.015922,0.000908370
136490.000,2065.147,0.043559,0.000998253
136500.450,2065.667,0.069848,0.000964589
136510.900,2066.379,0.079867,0.000723524
136521.351,2067.180,0.092949,0.000439274
136531.801,2068.222,0.094786,-0.000199032
136542.251,2069.052,0.086832,-0.000502490
136552.701,2069.698,0.067543,-0.000523384
136563.151,2070.469,0.056291,-0.000792992
136573.602,2071.243,0.050163,-0.001213909
136584.052,2071.766,0.035478,-0.001444506
136594.502,2071.826,0.015859,-0.001136412
136604.952,2071.733,-0.007875,-0.000709512
136615.402,2071.510,-0.020889,-0.000115447
136625.852,2071.227,-0.028225,0.000621429
136636.303,2071.225,-0.023216,0.001044323
136646.753,2071.511,0.012027,0.001102537
136657.203,2071.786,0.040771,0.001246368
136667.653,2072.240,0.059591,0.001240374
136678.103,2072.728,0.070600,0.001398001
136688.554,2073.322,0.093484,0.001618360
136699.004,2074.245,0.117171,0.001533333
136709.454,2075.679,0.122391,0.000864929
136719.904,2077.363,0.125952,-0.000039661
136730.354,2078.751,0.122786,-0.000444561
136740.805,2079.817,0.116730,-0.000378015
136751.255,2080.893,0.114447,-0.000397358
136761.705,2081.929,0.110945,-0.000432892
136772.155,2083.131,0.118082,-0.000879758
136782.605,2084.499,0.107731,-0.001831901
136793.056,2085.484,0.062269,-0.002406990
136803.506,2085.750,0.022616,-0.002074784
136813.956,2085.953,0.004103,-0.001973702
136824.406,2085.942,-0.003286,-0.001927355
136834.856,2085.743,-0.022165,-0.001969598
136845.307,2085.317,-0.049819,-0.001972500
136855.757,2084.699,-0.081568,-0.001952774
136866.207,2083.793,-0.117036,-0.001713144
136876.657,2082.452,-0.131075,-0.000996369
136887.107,2080.926,-0.132595,-0.000168297
136897.558,2079.598,-0.126300,0.000258624
136908.008,2078.404,-0.115147,0.000461587
136918.458,2077.513,-0.111494,0.000209672
136928.908,2076.549,-0.102947,0.000095924
136939.358,2075.295,-0.082316,0.000408563
136949.809,2074.027,-0.075536,0.000754868
136960.259,2073.081,-0.089519,0.000769168
136970.709,2072.204,-0.096938,0.000938178
136981.159,2071.393,-0.090730,0.001241701
136991.609,2070.690,-0.077711,0.001617703
137002.060,2070.194,-0.054056,0.001929786
137012.510,2069.893,-0.016382,0.002196579
137022.960,2069.817,0.022094,0.002386297
137033.410,2070.122,0.064680,0.002258974
137043.860,2070.828,0.093094,0.001781405
137054.310,2071.687,0.102687,0.001374822
137064.761,2073.026,0.114680,0.000423699
137075.211,2074.393,0.115556,-0.000511255
137085.661,2075.430,0.100204,-0.000958707
137096.111,2076.160,0.081417,-0.001008134
137106.561,2076.732,0.056154,-0.000895557
137117.012,2077.298,0.036642,-0.000850753
137127.462,2077.835,0.026257,-0.000876222
137137.912,2078.289,0.025438,-0.000946866
137148.362,2078.521,0.016029,-0.000845011
137158.812,2078.656,0.010949,-0.000747693
137169.263,2078.611,0.008102,-0.000505746
137179.713,2078.479,-0.002790,-0.000198278
137190.163,2078.323,-0.004954,0.000142704
137200.613,2078.375,0.005835,0.000132375
137211.063,2078.623,-0.008281,-0.000169023
137221.514,2078.692,-0.012941,-0.000141446
137231.964,2078.536,-0.005814,0.000229610
137242.414,2078.394,0.005659,0.000572076
137252.864,2078.367,0.020367,0.000774578
137263.314,2078.491,0.022388,0.000859714
137273.765,2078.915,0.028723,0.000622377
137284.215,2079.455,0.035180,0.000304604
137294.665,2079.899,0.045690,0.000172257
137305.115,2080.404,0.048502,-0.000067265
137315.565,2080.796,0.051025,-0.000147454
137326.016,2081.182,0.055510,-0.000279628
137336.466,2081.611,0.045087,-0.000538253
137346.916,2082.166,0.028467,-0.001060877
137357.366,2082.436,0.014904,-0.001265503
137367.816,2082.375,-0.012734,-0.001084245
137378.267,2082.050,-0.034962,-0.000558391
137388.717,2081.720,-0.041590,-0.000070481
137399.167,2081.431,-0.035103,0.000329627
137409.617,2081.255,-0.013631,0.000524585
137420.067,2081.422,0.004978,0.000123556
137430.518,2081.560,0.017232,-0.000300382
137440.968,2081.544,0.017567,-0.000579956
137451.418,2081.471,0.010628,-0.000890329
137461.868,2081.173,-0.011503,-0.000944617
137472.318,2080.724,-0.045195,-0.000790041
137482.768,2080.273,-0.068067,-0.000643691
137493.219,2079.827,-0.089979,-0.000518445
137503.669,2079.003,-0.103325,0.000245823
137514.119,2077.638,-0.106384,0.002065280
137524.569,2076.650,-0.074338,0.003672959
137535.019,2076.510,-0.005951,0.004425854
137545.470,2077.093,0.077089,0.004562234
137555.920,2078.294,0.147743,0.004289425
137566.370,2080.193,0.209218,0.003472769
137576.820,2082.288,0.247724,0.002878926
137587.270,2084.805,0.279210,0.002064507
137597.721,2087.543,0.285966,0.001276826
137608.171,2090.621,0.299105,0.000163846
137618.621,2093.872,0.295061,-0.001236001
137629.071,2096.847,0.247794,-0.002303234
137639.521,2099.350,0.197593,-0.002819771
137649.972,2101.244,0.167611,-0.002743661
137660.422,2102.569,0.155286,-0.002253757
137670.872,2103.974,0.128598,-0.002354822
137681.322,2105.050,0.075488,-0.002227185
137691.772,2105.861,0.039482,-0.001913013
137702.223,2106.405,0.024215,-0.001459999
137712.673,2106.949,0.023383,-0.001333061
137723.123,2106.710,0.013557,-0.000164759
137733.573,2106.602,0.009263,0.000784268
137744.023,2106.926,0.038303,0.001104212
137754.474,2107.718,0.051802,0.000759601
137764.924,2108.612,0.070909,0.000323211
137775.374,2109.427,0.099810,-0.000059989
137785.824,2110.701,0.125474,-0.001438763
137796.274,2111.168,0.082557,-0.001739969
137806.725,2111.105,0.019162,-0.001211780
137817.175,2110.862,-0.035579,-0.000279856
137827.625,2110.483,-0.055307,0.001070961
137838.075,2110.857,-0.037842,0.001408211
137848.525,2111.594,0.004375,0.001279680
137858.976,2112.180,0.044942,0.001459604
137869.426,2112.544,0.121394,0.001999451
137879.876,2113.431,0.172193,0.001717148
137890.326,2115.065,0.198007,0.000327841
137900.776,2116.782,0.198000,-0.001208286
137911.227,2118.409,0.148405,-0.002733412
137921.677,2119.845,0.068711,-0.004193273
137932.127,2120.844,-0.023584,-0.005397782
137942.577,2120.222,-0.072697,-0.004722848
137953.027,2118.934,-0.118254,-0.003802342
137963.477,2117.183,-0.159233,-0.002774660
137973.928,2115.136,-0.197910,-0.001685431
137984.378,2113.093,-0.245762,-0.000743309
137994.828,2110.850,-0.259924,0.000565453
138005.278,2108.670,-0.214260,0.001804859
138015.728,2106.954,-0.151828,0.002339726
138026.179,2105.547,-0.090226,0.002520476
138036.629,2104.621,-0.052859,0.002188689
138047.079,2103.888,-0.024426,0.001865339
138057.529,2103.349,-0.006240,0.001531887
138067.979,2103.320,-0.003218,0.000644956
138078.430,2103.339,-0.022984,-0.000098375
138088.880,2103.254,-0.033475,-0.000584090
138099.330,2103.039,-0.044392,-0.000922028
138109.780,2102.533,-0.057615,-0.000917009
138120.230,2101.621,-0.071534,-0.000354051
138130.681,2100.521,-0.077465,0.000507464
